age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,y
57,housemaid,married,basic.6y,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,no
38,self-employed,divorced,basic.9y,no,yes,no,telephone,may,tue,3,999,0,nonexistent,no
52,self-employed,married,university.degree,no,no,no,telephone,may,tue,3,999,0,nonexistent,no
26,unemployed,single,basic.9y,no,yes,no,telephone,may,tue,3,999,0,nonexistent,no
35,admin.,married,university.degree,no,yes,yes,telephone,may,tue,2,999,0,nonexistent,no
51,admin.,married,university.degree,no,no,no,telephone,may,tue,4,999,0,nonexistent,no
43,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,tue,2,999,0,nonexistent,no
42,admin.,married,high.school,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,no
60,retired,divorced,university.degree,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,no
36,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,2,999,0,nonexistent,no
57,management,married,university.degree,unknown,no,no,telephone,may,tue,3,999,0,nonexistent,no
35,student,single,university.degree,unknown,no,no,telephone,may,tue,5,999,0,nonexistent,no
30,admin.,married,university.degree,no,no,no,telephone,may,tue,2,999,0,nonexistent,no
43,services,married,high.school,no,no,no,telephone,may,tue,2,999,0,nonexistent,no
40,technician,married,basic.9y,no,no,no,telephone,may,tue,2,999,0,nonexistent,no
45,technician,married,university.degree,no,no,no,telephone,may,tue,3,999,0,nonexistent,no
56,retired,married,high.school,no,no,no,telephone,may,tue,5,999,0,nonexistent,no
46,services,married,basic.6y,no,no,no,telephone,may,tue,3,999,0,nonexistent,no
41,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,2,999,0,nonexistent,no
42,admin.,married,university.degree,no,yes,no,telephone,may,tue,2,999,0,nonexistent,no
56,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,2,999,0,nonexistent,no
43,entrepreneur,married,basic.4y,no,yes,no,telephone,may,tue,3,999,0,nonexistent,no
34,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,4,999,0,nonexistent,no
38,services,married,high.school,no,yes,no,telephone,may,tue,2,999,0,nonexistent,no
40,technician,married,basic.9y,no,no,no,telephone,may,tue,2,999,0,nonexistent,no
38,admin.,married,high.school,no,no,no,telephone,may,tue,4,999,0,nonexistent,no
48,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,2,999,0,nonexistent,no
27,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,3,999,0,nonexistent,no
24,technician,single,professional.course,no,no,no,telephone,may,tue,2,999,0,nonexistent,no
47,admin.,single,unknown,unknown,yes,yes,telephone,may,tue,2,999,0,nonexistent,no
48,blue-collar,married,professional.course,unknown,no,no,telephone,may,tue,3,999,0,nonexistent,no
31,admin.,single,high.school,no,yes,yes,telephone,may,tue,2,999,0,nonexistent,no
39,self-employed,single,basic.4y,unknown,yes,no,telephone,may,tue,4,999,0,nonexistent,no
41,technician,single,university.degree,unknown,no,no,telephone,may,tue,3,999,0,nonexistent,no
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,3,999,0,nonexistent,no
56,retired,married,basic.4y,no,no,no,telephone,may,tue,2,999,0,nonexistent,no
49,admin.,married,high.school,no,no,no,telephone,may,tue,2,999,0,nonexistent,no
47,unemployed,divorced,university.degree,no,no,no,telephone,may,tue,3,999,0,nonexistent,no
44,blue-collar,married,unknown,unknown,yes,no,telephone,may,tue,3,999,0,nonexistent,no
48,admin.,divorced,high.school,no,no,no,telephone,may,tue,2,999,0,nonexistent,no
55,housemaid,married,basic.4y,no,yes,yes,telephone,may,tue,2,999,0,nonexistent,no
59,management,married,basic.4y,unknown,yes,no,telephone,may,tue,5,999,0,nonexistent,no
44,technician,single,professional.course,no,yes,yes,telephone,may,tue,2,999,0,nonexistent,no
46,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,3,999,0,nonexistent,no
39,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,no
38,unemployed,married,basic.4y,unknown,yes,yes,telephone,may,tue,2,999,0,nonexistent,no
36,services,married,high.school,no,yes,no,telephone,may,tue,2,999,0,nonexistent,no
29,admin.,single,university.degree,no,no,no,telephone,may,tue,3,999,0,nonexistent,no
31,technician,single,professional.course,no,yes,no,telephone,may,tue,3,999,0,nonexistent,no
30,services,divorced,basic.9y,no,no,yes,telephone,may,tue,2,999,0,nonexistent,no
36,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,3,999,0,nonexistent,no
60,blue-collar,married,professional.course,no,no,no,telephone,may,tue,3,999,0,nonexistent,no
36,admin.,married,university.degree,no,yes,no,telephone,may,tue,3,999,0,nonexistent,no
32,services,married,high.school,no,no,no,telephone,may,tue,3,999,0,nonexistent,no
39,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,no
30,services,married,university.degree,no,yes,no,telephone,may,wed,3,999,0,nonexistent,no
39,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,3,999,0,nonexistent,no
37,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,3,999,0,nonexistent,no
39,blue-collar,married,professional.course,unknown,yes,no,telephone,may,wed,3,999,0,nonexistent,no
46,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,3,999,0,nonexistent,no
43,unemployed,married,basic.4y,no,no,no,telephone,may,wed,4,999,0,nonexistent,no
37,services,married,high.school,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
30,technician,married,university.degree,unknown,no,no,telephone,may,wed,3,999,0,nonexistent,no
38,technician,married,professional.course,no,no,no,telephone,may,wed,2,999,0,nonexistent,no
31,technician,married,university.degree,no,yes,no,telephone,may,wed,3,999,0,nonexistent,no
44,admin.,married,university.degree,no,no,no,telephone,may,wed,2,999,0,nonexistent,no
44,self-employed,married,university.degree,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,no
38,technician,married,unknown,unknown,unknown,unknown,telephone,may,wed,2,999,0,nonexistent,no
30,student,single,high.school,unknown,no,no,telephone,may,wed,3,999,0,nonexistent,no
37,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,wed,2,999,0,nonexistent,no
54,housemaid,divorced,unknown,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
41,management,married,unknown,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,no
43,technician,married,professional.course,no,no,no,telephone,may,wed,2,999,0,nonexistent,no
38,housemaid,married,basic.9y,no,no,no,telephone,may,wed,2,999,0,nonexistent,no
41,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
38,blue-collar,single,unknown,unknown,no,yes,telephone,may,wed,2,999,0,nonexistent,no
33,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,wed,3,999,0,nonexistent,no
32,admin.,married,high.school,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
30,services,married,high.school,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,no
43,technician,married,basic.6y,no,yes,no,telephone,may,wed,3,999,0,nonexistent,no
30,services,married,high.school,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,no
36,technician,divorced,professional.course,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
38,blue-collar,married,basic.6y,no,unknown,unknown,telephone,may,wed,3,999,0,nonexistent,no
35,blue-collar,single,basic.6y,no,yes,no,telephone,may,wed,3,999,0,nonexistent,no
50,self-employed,married,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
38,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,6,999,0,nonexistent,no
58,admin.,married,basic.4y,unknown,no,yes,telephone,may,wed,2,999,0,nonexistent,no
50,technician,married,professional.course,no,yes,no,telephone,may,wed,4,999,0,nonexistent,no
33,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,no
33,blue-collar,single,basic.9y,unknown,unknown,unknown,telephone,may,wed,1,999,0,nonexistent,no
44,management,single,university.degree,unknown,yes,yes,telephone,may,wed,1,999,0,nonexistent,no
31,management,married,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
40,entrepreneur,married,basic.9y,no,no,no,telephone,may,wed,3,999,0,nonexistent,no
28,unknown,single,basic.9y,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,no
36,services,single,unknown,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
44,blue-collar,single,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
38,blue-collar,divorced,unknown,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
33,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,wed,1,999,0,nonexistent,no
39,blue-collar,divorced,basic.6y,unknown,yes,yes,telephone,may,wed,1,999,0,nonexistent,no
47,blue-collar,single,basic.4y,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,no
47,services,divorced,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
35,entrepreneur,single,professional.course,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
42,admin.,divorced,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
36,admin.,married,high.school,no,no,no,telephone,may,wed,3,999,0,nonexistent,no
35,technician,married,basic.6y,no,no,no,telephone,may,wed,2,999,0,nonexistent,no
36,services,single,unknown,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
56,entrepreneur,married,university.degree,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,no
26,admin.,single,high.school,no,no,no,telephone,may,wed,2,999,0,nonexistent,no
31,admin.,single,university.degree,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,no
57,self-employed,single,high.school,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,no
39,services,married,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
43,blue-collar,married,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
50,admin.,married,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
52,blue-collar,single,high.school,unknown,unknown,unknown,telephone,may,wed,1,999,0,nonexistent,no
39,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
44,technician,single,unknown,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,no
36,housemaid,married,basic.4y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
54,management,married,high.school,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,no
27,admin.,single,basic.9y,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
31,admin.,single,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,yes
31,admin.,married,university.degree,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,no
28,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
31,management,single,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
30,management,divorced,high.school,no,no,yes,telephone,may,wed,1,999,0,nonexistent,no
52,technician,married,professional.course,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
37,technician,divorced,professional.course,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
30,services,married,university.degree,no,yes,no,telephone,may,wed,6,999,0,nonexistent,no
45,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,wed,1,999,0,nonexistent,no
54,technician,married,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
49,entrepreneur,married,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
44,admin.,married,high.school,no,no,no,telephone,may,wed,3,999,0,nonexistent,no
28,student,single,basic.9y,unknown,yes,yes,telephone,may,wed,2,999,0,nonexistent,yes
53,technician,married,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
45,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,no
45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,no
51,admin.,married,high.school,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,no
41,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,no
43,technician,married,professional.course,no,yes,no,telephone,may,wed,4,999,0,nonexistent,no
31,admin.,single,university.degree,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
39,admin.,single,unknown,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
38,technician,married,professional.course,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
50,entrepreneur,married,basic.9y,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,no
53,admin.,single,university.degree,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,no
44,admin.,divorced,high.school,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,no
53,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,wed,1,999,0,nonexistent,no
24,services,single,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
34,admin.,single,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
40,technician,married,professional.course,no,yes,no,telephone,may,wed,3,999,0,nonexistent,no
57,management,divorced,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,no
31,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,no
31,services,married,basic.6y,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
31,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,no
45,housemaid,married,basic.4y,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,no
38,admin.,married,university.degree,no,no,no,telephone,may,wed,2,999,0,nonexistent,no
41,entrepreneur,married,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,yes
47,blue-collar,married,professional.course,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,no
42,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
35,blue-collar,single,unknown,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
40,management,married,university.degree,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
42,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
34,technician,married,professional.course,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,no
48,admin.,single,university.degree,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
35,blue-collar,married,unknown,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,no
33,blue-collar,married,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
37,technician,married,professional.course,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
43,technician,married,professional.course,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
42,admin.,single,unknown,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,no
46,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
37,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,yes
40,blue-collar,married,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
40,blue-collar,married,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
59,entrepreneur,divorced,high.school,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,no
43,technician,single,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
44,blue-collar,married,basic.6y,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,no
44,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,yes
41,admin.,married,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
28,unknown,single,basic.9y,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,no
48,services,married,high.school,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,no
31,admin.,single,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
27,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
43,technician,single,university.degree,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
47,retired,married,basic.4y,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,no
40,blue-collar,divorced,unknown,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
43,unknown,married,high.school,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,no
29,technician,married,professional.course,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
54,admin.,married,university.degree,no,no,no,telephone,may,wed,7,999,0,nonexistent,no
36,technician,married,professional.course,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
30,admin.,single,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
38,services,single,unknown,unknown,yes,no,telephone,may,wed,6,999,0,nonexistent,no
39,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
33,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,2,999,0,nonexistent,no
39,retired,single,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
38,technician,single,professional.course,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
44,admin.,married,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
33,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
37,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,2,999,0,nonexistent,no
32,management,married,basic.6y,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
46,technician,married,professional.course,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
34,technician,divorced,professional.course,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
52,technician,married,basic.4y,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,no
46,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,no
57,management,divorced,university.degree,no,unknown,unknown,telephone,may,wed,2,999,0,nonexistent,no
52,technician,married,basic.4y,unknown,no,yes,telephone,may,wed,1,999,0,nonexistent,no
32,technician,single,professional.course,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
31,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
46,admin.,divorced,basic.9y,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,no
59,services,divorced,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
38,blue-collar,married,unknown,unknown,no,yes,telephone,may,wed,1,999,0,nonexistent,no
42,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,no
40,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
46,admin.,married,professional.course,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
35,admin.,single,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
28,blue-collar,married,basic.9y,no,no,yes,telephone,may,wed,1,999,0,nonexistent,no
47,services,married,high.school,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,no
35,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
48,retired,married,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
40,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,3,999,0,nonexistent,no
32,services,single,high.school,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
59,retired,divorced,basic.4y,no,yes,no,telephone,may,wed,3,999,0,nonexistent,no
48,entrepreneur,married,basic.9y,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,no
45,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,no
49,blue-collar,single,basic.6y,no,yes,no,telephone,may,wed,4,999,0,nonexistent,no
51,admin.,married,university.degree,no,yes,no,telephone,may,wed,3,999,0,nonexistent,no
38,technician,single,university.degree,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
53,technician,married,high.school,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
49,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,3,999,0,nonexistent,no
31,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,2,999,0,nonexistent,no
36,services,married,high.school,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,no
54,retired,married,basic.4y,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,no
29,admin.,single,high.school,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
31,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,no
35,admin.,married,high.school,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
38,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
54,management,married,high.school,unknown,yes,yes,telephone,may,wed,2,999,0,nonexistent,no
48,admin.,married,basic.9y,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,no
48,management,divorced,university.degree,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
32,admin.,single,university.degree,unknown,yes,no,telephone,may,wed,3,999,0,nonexistent,no
34,technician,married,professional.course,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,no
49,technician,single,university.degree,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,no
44,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,may,wed,1,999,0,nonexistent,no
42,services,divorced,high.school,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,no
55,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,no
42,services,divorced,high.school,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,no
44,admin.,married,university.degree,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,no
51,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,5,999,0,nonexistent,no
52,technician,married,high.school,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
45,blue-collar,single,basic.6y,no,yes,no,telephone,may,wed,5,999,0,nonexistent,no
41,services,divorced,high.school,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,no
35,technician,divorced,unknown,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,no
41,services,divorced,high.school,no,no,yes,telephone,may,wed,1,999,0,nonexistent,no
46,management,married,basic.9y,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
36,housemaid,divorced,basic.9y,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,no
29,technician,married,professional.course,no,no,no,telephone,may,wed,2,999,0,nonexistent,no
47,services,married,unknown,no,no,no,telephone,may,wed,2,999,0,nonexistent,no
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,no
38,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,no
44,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
29,services,married,high.school,no,no,no,telephone,may,wed,2,999,0,nonexistent,no
58,unknown,married,unknown,unknown,no,no,telephone,may,wed,3,999,0,nonexistent,no
48,blue-collar,married,professional.course,no,no,yes,telephone,may,wed,4,999,0,nonexistent,no
46,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,no
31,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
47,services,married,unknown,no,no,no,telephone,may,wed,2,999,0,nonexistent,no
44,admin.,married,university.degree,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
31,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
38,unemployed,divorced,professional.course,no,no,no,telephone,may,wed,3,999,0,nonexistent,no
33,admin.,married,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
53,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
33,management,single,unknown,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
33,self-employed,married,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
37,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
55,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
41,admin.,single,basic.6y,no,unknown,unknown,telephone,may,wed,1,999,0,nonexistent,no
46,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,no
32,entrepreneur,divorced,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
48,blue-collar,married,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
34,entrepreneur,married,basic.4y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
35,admin.,single,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
55,blue-collar,married,basic.4y,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,no
45,entrepreneur,single,university.degree,no,unknown,unknown,telephone,may,wed,3,999,0,nonexistent,no
48,management,divorced,university.degree,no,no,no,telephone,may,wed,2,999,0,nonexistent,no
34,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
46,admin.,divorced,university.degree,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,no
34,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
51,unemployed,married,professional.course,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,no
37,admin.,married,university.degree,no,no,no,telephone,may,wed,2,999,0,nonexistent,no
54,housemaid,divorced,basic.4y,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
45,services,married,high.school,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,no
39,services,single,high.school,no,unknown,unknown,telephone,may,wed,2,999,0,nonexistent,no
39,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
39,technician,single,basic.6y,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,no
39,services,married,basic.9y,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
32,entrepreneur,married,basic.6y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
41,services,single,high.school,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,no
59,housemaid,married,basic.6y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
57,technician,married,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
30,services,married,unknown,no,no,no,telephone,may,wed,3,999,0,nonexistent,no
34,entrepreneur,married,basic.4y,no,no,no,telephone,may,wed,2,999,0,nonexistent,no
34,technician,married,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
38,blue-collar,divorced,unknown,no,no,no,telephone,may,wed,3,999,0,nonexistent,no
31,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,2,999,0,nonexistent,no
47,admin.,married,university.degree,no,unknown,unknown,telephone,may,wed,1,999,0,nonexistent,no
57,self-employed,single,high.school,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,no
44,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,3,999,0,nonexistent,no
45,services,married,high.school,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,no
36,unemployed,married,basic.4y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
44,services,married,high.school,no,yes,no,telephone,may,wed,5,999,0,nonexistent,no
51,management,married,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
28,admin.,single,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
50,technician,married,high.school,no,no,no,telephone,may,wed,5,999,0,nonexistent,no
51,entrepreneur,married,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,no
38,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,5,999,0,nonexistent,no
44,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,no
