year,artist,track,time,id
2000,Creed,With Arms Wide Open,3:52,3867
2000,"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45,3868
2000,D'Angelo,Left & Right,4:35,3869
2000,D'Angelo,Untitled (How Does I...,7:10,3870
2000,DMX,Party Up (Up In Here...,3:45,3871
2000,DMX,What You Want,4:05,3872
2000,DMX,What's My Name,3:50,3873
2000,Da Brat,That's What I'm Look...,3:44,3874
2000,Da Brat,What'Chu Like,3:57,3875
2000,"Davidson, Clay",Unconditional,3:56,3876
2000,De La Soul,All Good?,5:02,3877
2000,Destiny's Child,Independent Women Pa...,3:38,3878
2000,Destiny's Child,Jumpin' Jumpin',3:48,3879
2000,Destiny's Child,Say My Name,4:31,3880
2000,"Diffie, Joe",It's Always Somethin...,2:55,3881
2000,"Diffie, Joe",The Quittin' Kind,3:23,3882
2000,"Dion, Celine",That's The Way It Is,4:03,3883
2000,"Dixie Chicks, The",Cold Day In July,5:12,3884
2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51,3885
2000,"Dixie Chicks, The",Goodbye Earl,4:19,3886
2000,"Dixie Chicks, The",Without You,3:32,3887
2000,Dr. Dre,Forgot About Dre,3:42,3888
2000,Dr. Dre,The Next Episode,2:38,3889
2000,Drama,"Left, Right, Left",3:37,3890
2000,Dream,He Loves U Not,3:43,3891
2000,"Eastsidaz, The",G'D Up,4:27,3892
2000,"Eastsidaz, The",Got Beef,3:58,3893
2000,Eiffel 65,Blue,3:29,3894
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,3895
2000,Eminem,Stan,5:26,3896
2000,Eminem,The Real Slim Shady,4:42,3897
2000,Eminem,The Way I Am,4:40,3898
2000,En Vogue,Riddle,5:10,3899
2000,"Estefan, Gloria",No Me Dejes De Quere...,3:25,3900
2000,"Evans, Sara",Born To Fly,5:36,3901
2000,Eve,Got It All,3:48,3902
2000,Eve,Love Is Blind,3:51,3903
2000,Everclear,Wonderful,4:30,3904
2000,"Fabian, Lara",I Will Love Again,3:43,3905
2000,Fatboy Slim,The Rockafeller Skan...,4:00,3906
2000,Filter,Take A Picture,4:23,3907
2000,Foo Fighters,Learn To Fly,3:55,3908
2000,Fragma,Toca's Miracle,3:22,3909
2000,Funkmaster Flex,Do You,4:14,3910
2000,Ghostface Killah,Cherchez LaGhost,3:04,3911
2000,"Gill, Vince",Feels Like Love,4:13,3912
2000,"Gilman, Billy",One Voice,4:07,3913
2000,Ginuwine,None Of Ur Friends B...,4:12,3914
2000,Ginuwine,The Best Man I Can B...,4:06,3915
2000,Goo Goo Dolls,Broadway,3:54,3916
2000,"Gray, Macy",I Try,3:52,3917
2000,"Griggs, Andy",She's More,3:19,3918
2000,Guy,Dancin',4:08,3919
2000,Hanson,This Time Around,4:14,3920
2000,"Hart, Beth",L.A. Song,3:47,3921
2000,"Heatherly, Eric",Flowers On The Wall,3:16,3922
2000,"Henley, Don",Taking You Home,4:08,3923
2000,"Herndon, Ty",No Mercy,4:43,3924
2000,"Hill, Faith",Breathe,4:04,3925
2000,"Hill, Faith",Let's Make Love,4:11,3926
2000,Hoku,Another Dumb Blonde,3:47,3927
2000,"Hollister, Dave",Can't Stay,6:17,3928
2000,Hot Boys,I Need A Hot Girl,4:16,3929
2000,"Houston, Whitney",Could I Have This Ki...,3:54,3930
2000,"Houston, Whitney",I Learned From The B...,4:18,3931
2000,"Houston, Whitney",My Love Is Your Love,4:16,3932
2000,"Houston, Whitney","Same Script, Differe...",4:45,3933
2000,IMx,Stay The Night,3:37,3934
2000,Ice Cube,You Can Do It,4:20,3935
2000,Ideal,Whatever,3:48,3936
2000,"Iglesias, Enrique",Be With You,3:36,3937
2000,"Iglesias, Enrique",Rhythm Divine,7:35,3938
2000,J-Shin,One Night Stand,4:34,3939
2000,Ja Rule,Between Me And You,4:05,3940
2000,"Jackson, Alan",It Must Be Love,2:53,3941
2000,"Jackson, Alan",Pop A Top,3:04,3942
2000,"Jackson, Alan",www.memory,2:36,3943
2000,Jagged Edge,He Can't Love U,3:30,3944
2000,Jagged Edge,Let's Get Married,4:23,3945
2000,Janet,Doesn't Really Matte...,4:17,3946
2000,Jay-Z,Anything,3:41,3947
2000,Jay-Z,Big Pimpin',3:55,3948
2000,Jay-Z,Do It Again (Put Ya ...,3:47,3949
2000,Jay-Z,Hey Papi,3:40,3950
2000,Jay-Z,I Just Wanna Love U ...,3:50,3951
2000,"Jean, Wyclef",911,4:00,3952
2000,Joe,I Wanna Know,4:57,3953
2000,Joe,Treat Her Like A Lad...,4:12,3954
2000,"John, Elton",Someday Out Of The B...,4:41,3955
2000,"Jones, Donell",Where I Wanna Be,6:22,3956
2000,"Jordan, Montell",Get It On.. Tonite,4:34,3957
2000,Juvenile,U Understand,3:51,3958
2000,Kandi,Don't Think I'm Not,3:50,3959
2000,"Keith, Toby",Country Comes To Tow...,3:39,3960
2000,"Keith, Toby",How Do You Like Me N...,3:29,3961
2000,Kelis,Caught Out There,4:09,3962
2000,Kenny G,Auld Lang Syne (The ...,7:50,3963
2000,Kid Rock,Only God Knows Why,5:27,3964
2000,"Kravitz, Lenny",I Belong To You,4:17,3965
2000,Kumbia Kings,U Don't Love Me,3:50,3966
2000,LFO,I Don't Wanna Kiss Y...,5:00,3967
2000,LFO,West Side Story,3:27,3968
2000,LL Cool J,Imagine That,4:00,3969
2000,"Larrieux, Amel",Get Up,4:02,3970
2000,"Lawrence, Tracy",Lessons Learned,2:55,3971
2000,"Levert, Gerald",Baby U Are,4:10,3972
2000,"Levert, Gerald",Mr. Too Damn Good,4:06,3973
2000,Lil Bow Wow,Bounce With Me,3:22,3974
2000,Lil Wayne,Tha Block Is Hot,4:13,3975
2000,Lil' Kim,How Many Licks?,3:50,3976
2000,Lil' Kim,No Matter What They ...,4:12,3977
2000,Lil' Mo,Ta Da,4:17,3978
2000,Lil' Zane,Callin' Me,3:43,3979
2000,Limp Bizkit,N 2 Gether Now,3:55,3980
2000,Limp Bizkit,Re-Arranged,4:08,3981
2000,Limp Bizkit,Rollin',4:04,3982
2000,Lonestar,Amazed,4:25,3983
2000,Lonestar,Smile,3:33,3984
2000,Lonestar,What About Now,3:30,3985
2000,"Lopez, Jennifer",Feelin' Good,4:28,3986
2000,"Loveless, Patty",That's The Kind Of M...,3:27,3987
2000,Lox,"Ryde or Die, Chick",3:56,3988
2000,Lucy Pearl,Dance Tonight,3:45,3989
2000,Ludacris,What's Your Fantasy,4:16,3990
2000,M2M,Don't Say You Love M...,3:41,3991
2000,M2M,Mirror Mirror,3:19,3992
2000,Madison Avenue,Don't Call Me Baby,3:44,3993
2000,Madonna,American Pie,4:30,3994
2000,Madonna,Music,3:45,3995
2000,"Martin, Ricky",Private Emotion,4:02,3996
2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,3997
2000,"Martin, Ricky",She Bangs,4:02,3998
2000,Mary Mary,Shackles (Praise You...,3:12,3999
2000,Master P,Souljas,3:33,4000
2000,"McBride, Martina",Love's The Only Hous...,5:13,4001
2000,"McBride, Martina",There You Are,3:26,4002
2000,"McEntire, Reba",I'll Be,4:23,4003
2000,"McEntire, Reba",What Do You Say,3:26,4004
2000,"McGraw, Tim",My Best Friend,4:33,4005
2000,"McGraw, Tim",My Next Thirty Years,3:37,4006
2000,"McGraw, Tim",Some Things Never Ch...,3:56,4007
2000,"McKnight, Brian",Stay Or Let It Go,4:32,4008
2000,"Messina, Jo Dee",Because You Love Me,3:50,4009
2000,"Messina, Jo Dee",That's The Way,3:17,4010
2000,Metallica,I Disappear,4:26,4011
2000,Metallica,No Leaf Clover (Live...,5:43,4012
2000,Montgomery Gentry,Daddy Won't Sell The...,4:18,4013
2000,"Montgomery, John Michael",The Little Girl,3:52,4014
2000,"Moore, Chante",Straight Up,3:40,4015
2000,"Moore, Mandy",I Wanna Be With You,4:12,4016
2000,"Mumba, Samantha",Gotta Tell You,3:19,4017
2000,Musiq,Just Friends,4:02,4018
2000,Mya,Case Of The Ex (What...,3:50,4019
2000,Mya,The Best Of Me,4:12,4020
2000,Mystikal,Shake Ya Ass,4:46,4021
2000,N'Sync,Bye Bye Bye,3:15,4022
2000,N'Sync,It's Gonna Be Me,3:10,4023
2000,N'Sync,This I Promise You,4:23,4024
2000,Nas,You Owe Me,3:51,4025
2000,Nelly,(Hot S**t) Country G...,4:17,4026
2000,Next,Wifey,4:03,4027
2000,Nine Days,Absolutely (Story Of...,3:09,4028
2000,Nine Days,If I Am,4:18,4029
2000,No Doubt,Simple Kind Of Life,4:11,4030
2000,Nu Flavor,3 Little Words,3:54,4031
2000,"Offspring, The",Original Prankster,3:42,4032
2000,"Paisley, Brad",Me Neither,3:19,4033
2000,"Paisley, Brad",We Danced,3:45,4034
2000,Papa Roach,Last Resort,3:19,4035
2000,Pearl Jam,Nothing As It Seems,5:20,4036
2000,Pink,Most Girls,4:06,4037
2000,Pink,There U Go,3:23,4038
2000,"Price, Kelly",As We Lay,6:20,4039
2000,"Price, Kelly",Love Sets You Free,3:46,4040
2000,"Price, Kelly",You Should've Told M...,3:12,4041
2000,Profyle,Liar,3:57,4042
2000,Puff Daddy,Best Friend,5:33,4043
2000,Q-Tip,Breathe And Stop,4:06,4044
2000,R.E.M.,The Great Beyond,4:10,4045
2000,Rascal Flatts,Prayin' For Daylight,3:36,4046
2000,"Raye, Collin",Couldn't Last A Mome...,3:40,4047
2000,Red Hot Chili Peppers,Californication,5:21,4048
2000,Red Hot Chili Peppers,Otherside,4:13,4049
2000,"Rimes, LeAnn",Big Deal,3:03,4050
2000,"Rimes, LeAnn",Can't Fight The Moon...,3:33,4051
2000,"Rimes, LeAnn",I Need You,3:42,4052
2000,"Rogers, Kenny",Buy Me A Rose,3:46,4053
2000,Ruff Endz,No More,3:56,4054
2000,Sammie,I Like It,4:09,4055
2000,Santana,"Maria, Maria",4:18,4056
2000,Savage Garden,Crash And Burn,4:41,4057
2000,Savage Garden,I Knew I Loved You,4:07,4058
2000,SheDaisy,Deck The Halls,3:46,4059
2000,SheDaisy,I Will.. But,3:40,4060
2000,SheDaisy,This Woman Needs,3:20,4061
2000,"Sheist, Shade",Where I Wanna Be,4:16,4062
2000,Shyne,Bad Boyz,4:22,4063
2000,"Simpson, Jessica",I Think I'm In Love ...,3:32,4064
2000,"Simpson, Jessica",Where You Are,3:51,4065
2000,Sisqo,Got To Get It,3:52,4066
2000,Sisqo,Incomplete,3:52,4067
2000,Sisqo,Thong Song,4:05,4068
2000,Sister Hazel,Change Your Mind,4:02,4069
2000,Smash Mouth,Then The Morning Com...,3:04,4070
2000,"Smith, Will",Freakin' It,3:58,4071
2000,Son By Four,A Puro Dolor (Purest...,3:30,4072
2000,Sonique,It Feels So Good,3:48,4073
2000,SoulDecision,Faded,3:25,4074
2000,"Spears, Britney",From The Bottom Of M...,4:30,4075
2000,"Spears, Britney",Lucky,3:23,4076
2000,"Spears, Britney",Oops!.. I Did It Aga...,3:30,4077
2000,"Spencer, Tracie",Still In My Heart,4:11,4078
2000,Splender,I Think God Can Expl...,3:55,4079
2000,Sting,Desert Rose,3:52,4080
2000,Stone Temple Pilots,Sour Girl,4:16,4081
2000,"Stone, Angie",No More Rain (In Thi...,4:42,4082
2000,"Strait, George",Go On,3:48,4083
2000,"Strait, George",The Best Day,3:24,4084
2000,Sugar Ray,Falls Apart,4:15,4085
2000,TLC,Dear Lie,4:36,4086
2000,Tamar,If You Don't Wanna L...,4:02,4087
2000,Tamia,Can't Go For That,3:38,4088
2000,Third Eye Blind,Deep Inside Of You,4:10,4089
2000,Third Eye Blind,Never Let You Go,3:57,4090
2000,"Thomas, Carl",Emotional,4:31,4091
2000,"Thomas, Carl",I Wish,3:50,4092
2000,"Thomas, Carl",Summer Rain,4:57,4093
2000,"Tippin, Aaron",Kiss This,2:53,4094
2000,Train,Meet Virginia,3:55,4095
2000,Trick Daddy,Shut Up,4:17,4096
2000,Trina,Pull Over,2:58,4097
2000,"Tritt, Travis",Best Of Intentions,4:15,4098
2000,Tuesday,I Know,4:06,4099
2000,"Urban, Keith",Your Everything,4:10,4100
2000,Usher,Pop Ya Collar,3:36,4101
2000,"Vassar, Phil",Carlene,4:07,4102
2000,"Vassar, Phil",Just Another Day In ...,3:54,4103
2000,Vertical Horizon,Everything You Want,4:01,4104
2000,Vertical Horizon,You're A God,3:45,4105
2000,Vitamin C,Graduation (Friends ...,4:23,4106
2000,Vitamin C,The Itch,3:30,4107
2000,"Walker, Clay","Live, Laugh, Love",4:06,4108
2000,"Walker, Clay",The Chain Of Love,5:03,4109
2000,"Wallflowers, The",Sleepwalker,3:29,4110
2000,Westlife,Swear It Again,4:07,4111
2000,"Williams, Robbie",Angels,3:56,4112
2000,"Wills, Mark",Back At One,4:00,4113
2000,"Worley, Darryl",When You Need My Lov...,3:35,4114
2000,"Wright, Chely",It Was,3:51,4115
2000,Yankee Grey,Another Nine Minutes,3:10,4116
2000,"Yearwood, Trisha",Real Live Woman,3:55,4117
2000,Ying Yang Twins,Whistle While You Tw...,4:19,4118
2000,Zombie Nation,Kernkraft 400,3:30,4119
2000,matchbox twenty,Bent,4:12,4120
2000,2 Pac,Baby Don't Cry (Keep...,4:22,4121
2000,2Ge+her,The Hardest Part Of ...,3:15,4122
2000,3 Doors Down,Kryptonite,3:53,4123
2000,3 Doors Down,Loser,4:24,4124
2000,504 Boyz,Wobble Wobble,3:35,4125
2000,98^0,Give Me Just One Nig...,3:24,4126
2000,A*Teens,Dancing Queen,3:44,4127
2000,Aaliyah,I Don't Wanna,4:15,4128
2000,Aaliyah,Try Again,4:03,4129
2000,"Adams, Yolanda",Open My Heart,5:30,4130
2000,"Adkins, Trace",More,3:05,4131
2000,"Aguilera, Christina",Come On Over Baby (A...,3:38,4132
2000,"Aguilera, Christina",I Turn To You,4:00,4133
2000,"Aguilera, Christina",What A Girl Wants,3:18,4134
2000,Alice Deejay,Better Off Alone,6:50,4135
2000,"Allan, Gary",Smoke Rings In The D...,4:18,4136
2000,Amber,Sexual,4:38,4137
2000,Anastacia,I'm Outta Love,4:01,4138
2000,"Anthony, Marc",My Baby You,3:59,4139
2000,"Anthony, Marc",You Sang To Me,3:50,4140
2000,Avant,My First Love,4:28,4141
2000,Avant,Separated,4:13,4142
2000,BBMak,Back Here,3:35,4143
2000,"Backstreet Boys, The",Shape Of My Heart,3:49,4144
2000,"Backstreet Boys, The",Show Me The Meaning ...,3:54,4145
2000,"Backstreet Boys, The",The One,3:46,4146
2000,"Badu, Erkyah",Bag Lady,5:03,4147
2000,Baha Men,Who Let The Dogs Out,3:17,4148
2000,Barenaked Ladies,Pinch Me,3:46,4149
2000,Beenie Man,Girls Dem Sugar,4:17,4150
2000,Before Dark,Monica,4:04,4151
2000,"Bega, Lou",Tricky Tricky ,3:23,4152
2000,Big Punisher,It's So Hard,3:25,4153
2000,Black Rob,Whoa!,4:04,4154
2000,"Black, Clint",Been There,5:28,4155
2000,Blaque,Bring It All To Me,3:46,4156
2000,"Blige, Mary J.",Deep Inside,5:26,4157
2000,"Blige, Mary J.",Give Me You,5:00,4158
2000,Blink-182,All The Small Things,2:52,4159
2000,Bloodhound Gang,The Bad Touch,4:20,4160
2000,Bon Jovi,It's My Life,3:44,4161
2000,"Braxton, Toni",He Wasn't Man Enough,4:21,4162
2000,"Braxton, Toni",Just Be A Man About ...,4:10,4163
2000,"Braxton, Toni",Spanish Guitar,4:24,4164
2000,"Brock, Chad",A Country Boy Can Su...,3:54,4165
2000,"Brock, Chad",Yes!,3:22,4166
2000,Brooks & Dunn,You'll Always Be Lov...,2:58,4167
2000,"Brooks, Garth",Do What You Gotta Do,2:56,4168
2000,"Byrd, Tracy",Put Your Hand In Min...,4:30,4169
2000,"Cagle, Chris",My Love Goes On And ...,3:02,4170
2000,Cam'ron,What Means The World...,4:38,4171
2000,"Carey, Mariah",Crybaby,5:19,4172
2000,"Carey, Mariah",Thank God I Found Yo...,4:14,4173
2000,"Carter, Aaron",Aaron's Party (Come ...,3:23,4174
2000,"Carter, Torrey",Take That,3:43,4175
2000,Changing Faces,That Other Woman,4:00,4176
2000,"Chesney, Kenny",I Lost It,3:54,4177
2000,"Chesney, Kenny",What I Need To Do,4:05,4178
2000,Clark Family Experience,Meanwhile Back At Th...,2:56,4179
2000,"Clark, Terri",A Little Gasoline,3:07,4180
2000,Common,The Light,3:55,4181
2000,Counting Crows,Hanginaround,4:07,4182
2000,Creed,Higher,5:16,4183
2000,Creed,With Arms Wide Open,3:52,4184
2000,"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45,4185
2000,D'Angelo,Left & Right,4:35,4186
2000,D'Angelo,Untitled (How Does I...,7:10,4187
2000,DMX,Party Up (Up In Here...,3:45,4188
2000,DMX,What You Want,4:05,4189
2000,DMX,What's My Name,3:50,4190
2000,Da Brat,That's What I'm Look...,3:44,4191
2000,Da Brat,What'Chu Like,3:57,4192
2000,"Davidson, Clay",Unconditional,3:56,4193
2000,De La Soul,All Good?,5:02,4194
2000,Destiny's Child,Independent Women Pa...,3:38,4195
2000,Destiny's Child,Jumpin' Jumpin',3:48,4196
2000,Destiny's Child,Say My Name,4:31,4197
2000,"Diffie, Joe",It's Always Somethin...,2:55,4198
2000,"Diffie, Joe",The Quittin' Kind,3:23,4199
2000,"Dion, Celine",That's The Way It Is,4:03,4200
2000,"Dixie Chicks, The",Cold Day In July,5:12,4201
2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51,4202
2000,"Dixie Chicks, The",Goodbye Earl,4:19,4203
2000,"Dixie Chicks, The",Without You,3:32,4204
2000,Dr. Dre,Forgot About Dre,3:42,4205
2000,Dr. Dre,The Next Episode,2:38,4206
2000,Drama,"Left, Right, Left",3:37,4207
2000,Dream,He Loves U Not,3:43,4208
2000,"Eastsidaz, The",G'D Up,4:27,4209
2000,"Eastsidaz, The",Got Beef,3:58,4210
2000,Eiffel 65,Blue,3:29,4211
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,4212
2000,Eminem,Stan,5:26,4213
2000,Eminem,The Real Slim Shady,4:42,4214
2000,Eminem,The Way I Am,4:40,4215
2000,En Vogue,Riddle,5:10,4216
2000,"Estefan, Gloria",No Me Dejes De Quere...,3:25,4217
2000,"Evans, Sara",Born To Fly,5:36,4218
2000,Eve,Got It All,3:48,4219
2000,Eve,Love Is Blind,3:51,4220
2000,Everclear,Wonderful,4:30,4221
2000,"Fabian, Lara",I Will Love Again,3:43,4222
2000,Fatboy Slim,The Rockafeller Skan...,4:00,4223
2000,Filter,Take A Picture,4:23,4224
2000,Foo Fighters,Learn To Fly,3:55,4225
2000,Fragma,Toca's Miracle,3:22,4226
2000,Funkmaster Flex,Do You,4:14,4227
2000,Ghostface Killah,Cherchez LaGhost,3:04,4228
2000,"Gill, Vince",Feels Like Love,4:13,4229
2000,"Gilman, Billy",One Voice,4:07,4230
2000,Ginuwine,None Of Ur Friends B...,4:12,4231
2000,Ginuwine,The Best Man I Can B...,4:06,4232
2000,Goo Goo Dolls,Broadway,3:54,4233
2000,"Gray, Macy",I Try,3:52,4234
2000,"Griggs, Andy",She's More,3:19,4235
2000,Guy,Dancin',4:08,4236
2000,Hanson,This Time Around,4:14,4237
2000,"Hart, Beth",L.A. Song,3:47,4238
2000,"Heatherly, Eric",Flowers On The Wall,3:16,4239
2000,"Henley, Don",Taking You Home,4:08,4240
2000,"Herndon, Ty",No Mercy,4:43,4241
2000,"Hill, Faith",Breathe,4:04,4242
2000,"Hill, Faith",Let's Make Love,4:11,4243
2000,Hoku,Another Dumb Blonde,3:47,4244
2000,"Hollister, Dave",Can't Stay,6:17,4245
2000,Hot Boys,I Need A Hot Girl,4:16,4246
2000,"Houston, Whitney",Could I Have This Ki...,3:54,4247
2000,"Houston, Whitney",I Learned From The B...,4:18,4248
2000,"Houston, Whitney",My Love Is Your Love,4:16,4249
2000,"Houston, Whitney","Same Script, Differe...",4:45,4250
2000,IMx,Stay The Night,3:37,4251
2000,Ice Cube,You Can Do It,4:20,4252
2000,Ideal,Whatever,3:48,4253
2000,"Iglesias, Enrique",Be With You,3:36,4254
2000,"Iglesias, Enrique",Rhythm Divine,7:35,4255
2000,J-Shin,One Night Stand,4:34,4256
2000,Ja Rule,Between Me And You,4:05,4257
2000,"Jackson, Alan",It Must Be Love,2:53,4258
2000,"Jackson, Alan",Pop A Top,3:04,4259
2000,"Jackson, Alan",www.memory,2:36,4260
2000,Jagged Edge,He Can't Love U,3:30,4261
2000,Jagged Edge,Let's Get Married,4:23,4262
2000,Janet,Doesn't Really Matte...,4:17,4263
2000,Jay-Z,Anything,3:41,4264
2000,Jay-Z,Big Pimpin',3:55,4265
2000,Jay-Z,Do It Again (Put Ya ...,3:47,4266
2000,Jay-Z,Hey Papi,3:40,4267
2000,Jay-Z,I Just Wanna Love U ...,3:50,4268
2000,"Jean, Wyclef",911,4:00,4269
2000,Joe,I Wanna Know,4:57,4270
2000,Joe,Treat Her Like A Lad...,4:12,4271
2000,"John, Elton",Someday Out Of The B...,4:41,4272
2000,"Jones, Donell",Where I Wanna Be,6:22,4273
2000,"Jordan, Montell",Get It On.. Tonite,4:34,4274
2000,Juvenile,U Understand,3:51,4275
2000,Kandi,Don't Think I'm Not,3:50,4276
2000,"Keith, Toby",Country Comes To Tow...,3:39,4277
2000,"Keith, Toby",How Do You Like Me N...,3:29,4278
2000,Kelis,Caught Out There,4:09,4279
2000,Kenny G,Auld Lang Syne (The ...,7:50,4280
2000,Kid Rock,Only God Knows Why,5:27,4281
2000,"Kravitz, Lenny",I Belong To You,4:17,4282
2000,Kumbia Kings,U Don't Love Me,3:50,4283
2000,LFO,I Don't Wanna Kiss Y...,5:00,4284
2000,LFO,West Side Story,3:27,4285
2000,LL Cool J,Imagine That,4:00,4286
2000,"Larrieux, Amel",Get Up,4:02,4287
2000,"Lawrence, Tracy",Lessons Learned,2:55,4288
2000,"Levert, Gerald",Baby U Are,4:10,4289
2000,"Levert, Gerald",Mr. Too Damn Good,4:06,4290
2000,Lil Bow Wow,Bounce With Me,3:22,4291
2000,Lil Wayne,Tha Block Is Hot,4:13,4292
2000,Lil' Kim,How Many Licks?,3:50,4293
2000,Lil' Kim,No Matter What They ...,4:12,4294
2000,Lil' Mo,Ta Da,4:17,4295
2000,Lil' Zane,Callin' Me,3:43,4296
2000,Limp Bizkit,N 2 Gether Now,3:55,4297
2000,Limp Bizkit,Re-Arranged,4:08,4298
2000,Limp Bizkit,Rollin',4:04,4299
2000,Lonestar,Amazed,4:25,4300
2000,Lonestar,Smile,3:33,4301
2000,Lonestar,What About Now,3:30,4302
2000,"Lopez, Jennifer",Feelin' Good,4:28,4303
2000,"Loveless, Patty",That's The Kind Of M...,3:27,4304
2000,Lox,"Ryde or Die, Chick",3:56,4305
2000,Lucy Pearl,Dance Tonight,3:45,4306
2000,Ludacris,What's Your Fantasy,4:16,4307
2000,M2M,Don't Say You Love M...,3:41,4308
2000,M2M,Mirror Mirror,3:19,4309
2000,Madison Avenue,Don't Call Me Baby,3:44,4310
2000,Madonna,American Pie,4:30,4311
2000,Madonna,Music,3:45,4312
2000,"Martin, Ricky",Private Emotion,4:02,4313
2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,4314
2000,"Martin, Ricky",She Bangs,4:02,4315
2000,Mary Mary,Shackles (Praise You...,3:12,4316
2000,Master P,Souljas,3:33,4317
2000,"McBride, Martina",Love's The Only Hous...,5:13,4318
2000,"McBride, Martina",There You Are,3:26,4319
2000,"McEntire, Reba",I'll Be,4:23,4320
2000,"McEntire, Reba",What Do You Say,3:26,4321
2000,"McGraw, Tim",My Best Friend,4:33,4322
2000,"McGraw, Tim",My Next Thirty Years,3:37,4323
2000,"McGraw, Tim",Some Things Never Ch...,3:56,4324
2000,"McKnight, Brian",Stay Or Let It Go,4:32,4325
2000,"Messina, Jo Dee",Because You Love Me,3:50,4326
2000,"Messina, Jo Dee",That's The Way,3:17,4327
2000,Metallica,I Disappear,4:26,4328
2000,Metallica,No Leaf Clover (Live...,5:43,4329
2000,Montgomery Gentry,Daddy Won't Sell The...,4:18,4330
2000,"Montgomery, John Michael",The Little Girl,3:52,4331
2000,"Moore, Chante",Straight Up,3:40,4332
2000,"Moore, Mandy",I Wanna Be With You,4:12,4333
2000,"Mumba, Samantha",Gotta Tell You,3:19,4334
2000,Musiq,Just Friends,4:02,4335
2000,Mya,Case Of The Ex (What...,3:50,4336
2000,Mya,The Best Of Me,4:12,4337
2000,Mystikal,Shake Ya Ass,4:46,4338
2000,N'Sync,Bye Bye Bye,3:15,4339
2000,N'Sync,It's Gonna Be Me,3:10,4340
2000,N'Sync,This I Promise You,4:23,4341
2000,Nas,You Owe Me,3:51,4342
2000,Nelly,(Hot S**t) Country G...,4:17,4343
2000,Next,Wifey,4:03,4344
2000,Nine Days,Absolutely (Story Of...,3:09,4345
2000,Nine Days,If I Am,4:18,4346
2000,No Doubt,Simple Kind Of Life,4:11,4347
2000,Nu Flavor,3 Little Words,3:54,4348
2000,"Offspring, The",Original Prankster,3:42,4349
2000,"Paisley, Brad",Me Neither,3:19,4350
2000,"Paisley, Brad",We Danced,3:45,4351
2000,Papa Roach,Last Resort,3:19,4352
2000,Pearl Jam,Nothing As It Seems,5:20,4353
2000,Pink,Most Girls,4:06,4354
2000,Pink,There U Go,3:23,4355
2000,"Price, Kelly",As We Lay,6:20,4356
2000,"Price, Kelly",Love Sets You Free,3:46,4357
2000,"Price, Kelly",You Should've Told M...,3:12,4358
2000,Profyle,Liar,3:57,4359
2000,Puff Daddy,Best Friend,5:33,4360
2000,Q-Tip,Breathe And Stop,4:06,4361
2000,R.E.M.,The Great Beyond,4:10,4362
2000,Rascal Flatts,Prayin' For Daylight,3:36,4363
2000,"Raye, Collin",Couldn't Last A Mome...,3:40,4364
2000,Red Hot Chili Peppers,Californication,5:21,4365
2000,Red Hot Chili Peppers,Otherside,4:13,4366
2000,"Rimes, LeAnn",Big Deal,3:03,4367
2000,"Rimes, LeAnn",Can't Fight The Moon...,3:33,4368
2000,"Rimes, LeAnn",I Need You,3:42,4369
2000,"Rogers, Kenny",Buy Me A Rose,3:46,4370
2000,Ruff Endz,No More,3:56,4371
2000,Sammie,I Like It,4:09,4372
2000,Santana,"Maria, Maria",4:18,4373
2000,Savage Garden,Crash And Burn,4:41,4374
2000,Savage Garden,I Knew I Loved You,4:07,4375
2000,SheDaisy,Deck The Halls,3:46,4376
2000,SheDaisy,I Will.. But,3:40,4377
2000,SheDaisy,This Woman Needs,3:20,4378
2000,"Sheist, Shade",Where I Wanna Be,4:16,4379
2000,Shyne,Bad Boyz,4:22,4380
2000,"Simpson, Jessica",I Think I'm In Love ...,3:32,4381
2000,"Simpson, Jessica",Where You Are,3:51,4382
2000,Sisqo,Got To Get It,3:52,4383
2000,Sisqo,Incomplete,3:52,4384
2000,Sisqo,Thong Song,4:05,4385
2000,Sister Hazel,Change Your Mind,4:02,4386
2000,Smash Mouth,Then The Morning Com...,3:04,4387
2000,"Smith, Will",Freakin' It,3:58,4388
2000,Son By Four,A Puro Dolor (Purest...,3:30,4389
2000,Sonique,It Feels So Good,3:48,4390
2000,SoulDecision,Faded,3:25,4391
2000,"Spears, Britney",From The Bottom Of M...,4:30,4392
2000,"Spears, Britney",Lucky,3:23,4393
2000,"Spears, Britney",Oops!.. I Did It Aga...,3:30,4394
2000,"Spencer, Tracie",Still In My Heart,4:11,4395
2000,Splender,I Think God Can Expl...,3:55,4396
2000,Sting,Desert Rose,3:52,4397
2000,Stone Temple Pilots,Sour Girl,4:16,4398
2000,"Stone, Angie",No More Rain (In Thi...,4:42,4399
2000,"Strait, George",Go On,3:48,4400
2000,"Strait, George",The Best Day,3:24,4401
2000,Sugar Ray,Falls Apart,4:15,4402
